_terrain_alt_oabak,byte_width,devEntry::deviceID,devEntry::info,devEntry::priority,devEntry::rfu,uid,state,dtEkfAvg,baudRate,lastBaroReceived_ms,lastTimeGpsReceived_ms,rngValidMeaTime_ms,timeTasReceived_ms,lastRngMeasTime_ms,gpsNoiseScaler,goodIMUdata_ms,gpsSpdAccuracy,srxlOut::bind::deviceID,srxlOut::bind::data::type,yawResetAngle,lastYawReset_ms,srxlOut::bind::data::uid,timeoutCount_ms,rssi,frameLosses,rssi_dBm,rssi_Pct,fades,channelMask,runUpdates,framesSincePredict,::busIndex,options,guid,band,channel,pit,power,powerDec,type,varInnovRngBcn,holds,command,param1,param2,minBcnPosD,bcnPosDownOffsetMax,rngSum,_last_location::lat,_last_location::lng,rngBcnFuseDataReportIndex,_last_pin_state,bodyVelFusionDelayed,_timer_installed,_camera_trigger_logged,_state::voltage,_state::healthy,_state::last_time_micros,yawMeasTime_ms,gpsGoodToAlign,magYawResetTimer_ms,magYawResetRequest,lastHealthyMagTime_ms,lastGpsVelPass_ms,lastGpsCheckTime_ms,magTimeout,lastMagUpdate_us,lastInnovPassTime_ms,ekfInnovationsPass,gpsAccuracyGood,onGround,inFlight,startPredictEnabled,lastMagOffsetsValid,last_filter_ok_ms,lastInhibitMagStates,EKFGSF_yaw_reset_ms,EKFGSF_yaw_reset_count,EKFGSF_yaw_valid_count,prevOnGround,prevInFlight,last_oneHz_ms,terrainHgtStable,EKFGSF_run_filterbank,imuSampleTime_ms,calib::par_p10,calib::par_p11,_running,take_off_start_alt,take_off_complete_alt,_buflen,output_pwm,lat,lng,alt,sysid,value,compid,last_update_us,crc8,size,_spool_state,next_accel_sample,wp_bearing,wp_number,magYawAnomallyCount,magFusePerformed,yawTestRatio,innovYaw,state::time_week,state::time_week_ms,state::last_gps_time_ms,state::have_vertical_velocity,magHealth,state::horizontal_accuracy,state::vertical_accuracy,state::have_horizontal_accuracy,state::have_vertical_accuracy,state::location::lat,state::location::lng,state::location::alt,state::num_sats,state::status,day,state::vdop,RxState,RxError,month,state::hdop,state::have_speed_accuracy,year,state::speed_accuracy,state::rtk_baseline_z_mm,state::have_gps_yaw,_dt,_filt_alpha,_roll_idx,_tilt_idx,_pan_idx,_open_idx,_last_check_servo_map_ms,_state::_roi_target_set,_state::_mode,integerValue,_screenpage,_movedelay,timing::dtIMUavg_max,ac3,ac4,timing::dtIMUavg_min,mb,mc,md,_last_press_read_command_time,_last_temp_read_command_time,_state,_instance,_raw_pressure,_raw_temp,_temp,_has_sample,timing::dtEKFavg_min,crc,fault_node_id,last_logging_count,nodeInfo_resp_rcvd,server_state,last_activity_ms,_error,current_driver_index,rcvd_unique_id_offset,c,last_alloc_msg_ms,_error_max,_D1_max,use_time_sync,heli_frame,num_motors,_slew_limit_scale,_target,airspeed,_pid_info::target,_pid_info::actual,_pid_info::error,_pid_info::P,_pid_info::D,_integrator,_pid_info::I,_pid_info::limit,rcin_chan_count,throttle_sent,report::last_report_ms,frame_time_us,report::frame_count,send_notification,guided_mode,takeoff_complete,update_time_ms,roll_cd,pitch_cd,yaw_cd,report::data_count,yaw_rate_cds,climb_rate_cms,use_thrust,thrust,timeout_ms,alt_min_cm,use_yaw_rate,flags,timestamp_us,id,have_table_earth_field,_prev_ser_port,_have_los_meas,new_rc_input,version,padding,num_engines,_synthetic_clock_mode,wind_start_delay_micros,wind::speed,wind::direction,wind::dir_z,throttle,_current,voltage_pin_value,current_pin_value,voltage2_pin_value,current2_pin_value,old_key,old_group_element,init_done,status,range_valid_count,compass_cal_running,_custom_telem::init_done,_telem_rf_mode,airDataFusionWindOnly,_enable_telemetry,user_frequency,_vtx_options_change_pending,_vtx_freq_change_pending,_frameTimeUsec,_mode,_vtx_freq_update,_vtx_dbm_update,_telem_pending,_telem_size,_telem::ext::ping::destination,_telem::ext::ping::origin,_telem::bcast::heartbeat::origin,_telem::bcast::battery::voltage,loop_count,max_time,min_time,sigma_time,sigmasquared_time,ignore_loop,last_check_us,filtered_loop_time,overtime_threshold_micros,loop_rate_hz,_send_text_updated_millis,time_ms,rangeDataNew::sensor_idx,consistentMagData,lastMagRead_ms,useGpsVertVel,baroDataNew::hgt,length,usingDefaultAirspeed,origin::lng,origin::lat,_have_data,temperature_cdeg,motor_temp_cdeg,voltage,current,last_update_ms,prev_rpm,rpm,selected_gps,update_rate_hz,error_rate,corrected,selected_baro,preferred_gps,optFlowFusionDelayed,flowDataValid,gndOffsetValid,onGroundNotMoving,zAccel,gndHgtValidTime_ms,timeAtLastAuxEKF_ms,innovRng,dragFusionEnabled,rollRate,inhibitGndState,table_declination,Popt,_disarm_safe_timer,mode,imuSampleTime_us,power_in_dbm,_initialised,_vtx_use_set_freq,_smartbaud_direction,_protocol_version,runCoreSelection,_framesPerPrediction,yaw_reset_data::last_function_call,_terrain_alt,pos_down_reset_data::last_function_call,_yaw,_last_update_ms,_angular_vel_max,_angle,pos_down_reset_data::core_changed,_cached_oldest_log,last_messagewrite_message_sent,_reset_filter,log_write_started,warning_decimation_counter,status_msg,df_EraseFrom,stop_log_pending,utc_secs,bodyOdmMeasTime_ms,gpsSpdAccPass,yAccel,lastInnovFailTime_ms,last_wall_time_us,msgid,last_one_hz_ms,last_time_us,rate_hz,last_frame_count,last_fps_report_ms,is_lock_step_scheduled,latitude,longitude,altitude,rollDeg,pitchDeg,angle_dt,velocity_dt,run_ekf_gsf,true_airspeed,range,yawDeg,wind_vane_apparent::direction,GSF::yaw_variance,local_ground_level,wind_vane_apparent::speed,vtol_motor_start,battery_current,accel_gain,rngAtStartOfFlight,last_battery_status_idx,yawInnovAtLastMagReset,_RMGH::available,_RMGH::count,_RMGH::auto_declination_enabled,_RMGH::declination,_RMGH::num_enabled,_RMGH::consistent,_RMGH::first_usable,use_for_yaw,have_scale_factor,last_update_usec,next_deferred_message_to_send_cache,last_tx_seq,packet_rx_drop_count,msg::severity,persistent_data::last_mavlink_msgid,last_mavlink_stats_logged,update_send_has_been_called,_timesync_request::last_sent_ms,first_backend_to_send,mission_item_reached_index,last_prune_ms,radio_in,control_in,_timesync_request::sent_ts1,target_component,frame,switch_state::debounce_position,autocontinue,x,z,_motor_lost_index,last_heartbeat_time,_active_frame_class,ekf_bad,_passthru::last_ms,magStateInitComplete,vibration_check::start_ms,connect_counter,sensor_buffer_len,_last_request_setting_ms,_msg_len,_crc_expected,_frame_len,needEarthBodyVarReset,alt_cm_glitch_protected,last_healthy_ms,yawAngDataStatic::order,altitude,jerk_time,jerk_max,vel_max,time,num_segs,position_sq,seg_type,jerk_ref,end_time,end_accel,end_vel,end_pos,globalFlags,seq,checksum,extNavVelToFuse,len,longindex,battery_voltage,_RGPH::primary_sensor,_RGPH::num_sensors,_resistance_current_ref,_resistance_timer_ms,_state::resistance,_voltage_filt,_current_filt_amps,_state::voltage_resting_estimate,_state::critical_voltage_start_ms,_state::low_voltage_start_ms,flying,super_simple_sin_yaw,step,last_active_ekf_type,gps_fusion,gps_glitching,have_pos_abs,terrainHgtStableState,mis_change_detect::curr_cmd_index,sin_port,sin_family,sin_addr::s_addr,tv_sec,tv_usec,frame_height,lock_step_scheduled,y_angle,roll_sensor,pitch_sensor,yaw_sensor,ahrs_tilt_aligned,_task_time_allowed,_task_time_started,persistent_data::scheduler_task,_loop_timer_start_us,_last_loop_time_s,_stopped_clock_usec,_last_io_run,_pin,sending_bucket_id,link_offset_usec,initialised,min_sample_us,min_sample_counter,state::last_reading_ms,output_scaled,channel_mask,takeoff_expected,takeoff_expected_start_ms,touchdown_expected,last_log_ms,touchdown_expected_start_ms,_step,stage,last_sent_ms,interval_ms,force_save,read_only,current_loc::lat,current_loc::lng,last_radio_update_ms,failsafe::radio_counter,bitmask,entry_created_ms,fd_my_end,read_fd_my_end,read_fd_their_end,owner,msg::chunk_seq,altitude_ellipsoid,altitude_msl,fix_status,differential_status,res,time_to_first_fix,uptime,ned_north,ned_east,ned_down,heading_2d,speed_accuracy,heading_accuracy,week,gDOP,pDOP,tDOP,vDOP,hDOP,nDOP,eDOP,itow,hour,min,sec,valid,t_acc,nano,flags2,height,h_msl,velN,velE,velD,head_mot,s_acc,head_acc,_throttle_limit,_lift_max,p_dop,_spool_desired,_spin_up_ratio,_throttle_thrust_max,_thrust_boost,svid,azim,quality,headVeh,chn,numCh,_thrust_boost_ratio,_gps_basestation_data::longitude,_gps_basestation_data::altitude,_gps_basestation_data::speedE,last_update,have_lock,next_index,seq_number,session,opcode,req_opcode,burst_complete,last_send_ms,current_session,_current_target_state,inertialNavVelocityValid,time_usec,_estimator_initialized,_target_acquired,lastLogWrite_us,_delta_time,_next_sample_usec,state::distance_m,_last_sample_usec,glitch_count,_num_calculated_harmonic_notch_frequencies,_primary_gyro,_primary_accel,_last_update_usec,lastVelPassTime_ms,_peak_hold_state::accel_peak_hold_neg_x_age,last_gps_idx,lastPosPassTime_ms,airspeed_pin_value,airspeed_2_pin_value,last_store_time_wind,store_index_wind,hgtTimeout,last_current_loc_height,have_current_loc_height,lastHgtPassTime_ms,lastPosReset_ms,posVelFusionDelayed,fuseVelData,fusePosData,extNavUsedForPos,activeHgtSource,fuseHgtData,_last_itow,_last_ms,gpsYawResetRequest,finalInflightYawInit,badIMUdata,hgtInnovFiltState,hgtMea,hgtRetryTime_ms,_RRNH::ground_clearance_cm,_RRNH::max_distance_cm,_RRNI::orientation,_RRNI::status,_RRNI::distance_cm,initFailure,_new_input,pre_arm_gps_check,pre_arm_check,arm_time_ms,pitchRate,disk_io_state,last_access_ms,gndeffect_state::takeoff_expected,gndeffect_state::touchdown_expected,gndeffect_state::takeoff_time_ms,_red_curr,_green_curr,_blue_curr,last_step,accel_max,_throttle_radio_passthrough,_last_gyro_filter_hz,_last_harmonic_notch_center_freq_hz,_last_harmonic_notch_bandwidth_hz,_last_harmonic_notch_attenuation_dB,_last_notch_center_freq_hz,_last_notch_bandwidth_hz,_last_notch_attenuation_dB,_log_bit,_feedforward_scalar,speedE,state::ground_speed,_last_write_ms,state::ground_course,_io_timer_heartbeat,last_store_time,_last_write_time,_last_write_failed,_throttle_out,failsafe::terrain_last_failure_ms,failsafe::terrain_first_failure_ms,store_index,_last_sample_time,_free_space_last_check_time,_params_done,next_format_to_send,external_buf,total_size,head1,head2,time_us,format_type,longitude,_last_config_time,_delay_time,_class,_ck_a,_ck_b,_msg_id,_payload_length,_payload_counter,_last_pos_time,next_fix,noReceivedHdop,ofs,havePvtMsg,_last_pvt_itow,_last_vel_time,preamble1,_head,_tail,_youngest,_oldest,_filled,msg_class,msg_id,preamble2,_size,sonar_pin_value,_flags::nav_cmd_loaded,payload_length,payload_counter,_do_cmd::index,_prev_nav_cmd_index,_prev_nav_cmd_wp_index,persistent_data::waypoint_num,p1,content::location::alt,content::location::lat,content::location::lng,index,timing::dtEKFavg_max,num_times_run,msg_type,msg_len,file_content::fd,offset,n_read,crc_so_far,bus,addr,nmsgs,_roll_radio_passthrough,_pitch_radio_passthrough,_yaw_radio_passthrough,yaw,_last_periodic_1Hz,_last_periodic_10Hz,_writing_startup_messages,have_logged_armed,stats::buf_space_min,stats::buf_space_max,home::lat,_has_had_rc_receiver,has_new_overrides,home::lng,trailer_len,state::range_valid_count,ch_in,home::alt,file_size,xplane_frame_time,output_ready,_corked,last_data_time_ms,_last_altitude_EAS2TAS,code,::deviceID,_omega_I_sum_time,_ra_deltat,_cos_yaw,_sin_yaw,roll_rad,pitch_rad,yaw_rad,roll,pitch,_derivative,_compass_last_update,_gps_last_update,_error_yaw,_have_gps_lock,_last_lat,latitude,_last_lng,_position_offset_north,_last_pos_ms,_have_position,_ra_sum_start,_active_accel_instance,_error_rp,_position_offset_east,_flying_ms,_last_imu_time_us,_RFRF::frame_types,_RFRH::time_flying_ms,_RFRH::time_us,_micros,_millis,_reset_last_update,state::voltage_mv,_eeprom_item_count,_last_empty_ms,_index_attempted,xAccel,_path_points_completed_limit,_last_good_position_ms,_active,_last_position_save_ms,_thorough_clean_complete_ms,_prune::path_points_completed,_prune::path_points_count,_prune::loops_count,_RBRH::primary,_RBRH::num_instances,_uart_baudrate,_fd,_fd_write,_use_send_recv,_listen_fd,gpsVelInnovTime_ms,gpsDriftNE,_receive_timestamp,_this_leg_is_spline,control_sensors_present,control_sensors_enabled,control_sensors_health,_terrain_accel,_wp_last_update,prevMotorsArmed,motorsArmed,manoeuvring,inhibitMagStates,finalInflightMagInit,stateIndexLim,PV_AidingModePrev,tiltAlignComplete,common_origin_valid,yawAlignComplete,delAngBiasLearned,filterStatus::value,_althold_lean_angle_max,_throttle_in,gpsHorizVelFilt,last_timestamp,fix_type,lon,healthy,control_mode_reason,_new_data,state::uart_timestamp_ms,_need_update,_initial_location_set,param_value,param_count,param_index,param_type,system_status,_RISH::loop_rate_hz,_RISH::primary_gyro,_RISH::loop_delta_t,_RISH::primary_accel,_RISH::accel_count,_RISH::gyro_count,deferred_messages_initialised,speedD,persistent_data::semaphore_line,inhibitDelVelBiasStates,magFieldLearned,gpsIsInUse,_limit::pos_up,_vel_max_xy_cms,_yaw_rate_target,_last_update_xy_us,_vel_max_up_cms,_accel_max_z_cmss,_pos_offset_target_z,_pos_offset_z,_vel_offset_z,_accel_offset_z,_last_update_z_us,_ekf_z_reset_ms,auto_detected_baud,last_baud_change_ms,last_message_time_ms,delta_time_ms,last_fix_time_ms,delayed_count,average_delta_ms,num_instances,_output_is_blended,_blend_health_counter,lat_degrees,lon_degrees,grid_idx_x,grid_idx_y,idx_x,idx_y,grid_lat,grid_lon,grid::grid_idx_x,grid::grid_idx_y,grid::lon_degrees,speedN,_last_store_time,_store_index,_last_altitude,_recent_press,_recent_temp,airSpdFusionDelayed,sideSlipFusionDelayed
-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,5.34935e+18,16384.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,13.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2.74914e+18,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1200.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,16.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,5.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,3.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42
-42,10.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,4.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-360000000.0,1490000000.0,-42,-1.0,1.0,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1.0,1.0,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,0.0,-42,-42,1000.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,6994670.0,-42,-42,-42,-42,1.0,24.0,0.0,4.0,1.0,-42,0.0,180.0,0.0,0.0,0.0,255.0,0.0,63.0,0.0,-42,-42,1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,400.0,6254.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-9.8,-42,-42,-42,-42,-0.00182338,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.00213921,-42,2178160000000.0,-42,-42,6983670.0,1000.0,-42,-42,0.0,-35.3633,149.165,584.0,-0.012728,2.41321e-08,-42,-42,-42,-42,-1.0,1.08805e-07,0.0,-42,0.0,0.0,0.0,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,1.0,0.0,-42,-42,-42,1.0,-42,0.0,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,584.0,-42,-42,-42,155067000.0,-42,-42,0.0,-42,-42,-42,-42,-42,4.0,-42,-42,-42,1.0,-42,-1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,10787.0,2.0,16777300.0,0.0,0.0,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,6974680.0,6917700.0,0.0,0.0,-42,-42,-42,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,6133.0,1000.0,1.0,0.0,-42,-42,-42,-42,-42,-42,32.0,-42,34.0,140580000000000.0,-42,584000.0,584000.0,1.0,0.0,0.0,-42,6715.0,0.0,0.0,0.0,-42,40.0,-42,2183.0,-1.0,-42,-1.0,-42,-42,-42,-1.0,155067000.0,0.0,0.0,-42,-42,0.0,-42,-42,-42,-42,0.0,0.0,-42,-9096590.0,-42,3800000.0,-42,-42,-1.0,-42,-42,-42,-42,-42,6.0,7.0,0.0,-42,-42,-42,-42,-42,-6.20918e-06,6515.0,1.0,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,503.0,503.0,6945.0,22.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,3.7501e-05,-42,6987.0,-42,-42,-42,-42,-42,0.0,8.0,0.0,-42,-42,-42,-42,-42,-42,-42,-42,2048.0,-42,-6.20915e-06,-42,-42,-42,6986.0,6984.0,-42,-42,-42,-42,-42,12.0,6914.0,-42,-42,-42,0.0,-42,-93.0,-42,-42,-42,149.165,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-2.0,13.0,-42,-42,-42,-42,1.0,-42,1.0,0.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,8.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-35.3633,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0.0,6974.0,1.0,0.000401492,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,115200.0,27.0,34.0,-42,26.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,6.993,0.0,1491650000.0,-42,-42,-42,-42,0.0,-42,-42,-42,-1.0,6.0,-42,-42,-42,-42,-42,-42,-42,1.0,-1.23482e-06,0.0,-42,-42,-42,1.0,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-36.0,149.0,29.0,5.0,12.0,9.0,-353748000.0,1491550000.0,-42,-42,-42,-1.04699e-07,6920.0,26.0,584.0,94503.8,26.2862,-42,-42
